"id","device_id","timestamp","latitude","longitude","level","asu","rsrp","rssi","dbm","rsrq","network_type","operator","cell_id","physical_cell_id","tracking_area_code","created_at"
"309","3a0d6425e3f9d60e","2025-11-26 10:58:27.744553","29.9414308","31.0677121","0","0","0","0","0","0","LTE","Vodafone","-","0","0","2025-11-26 10:58:27.923105"
"310","3a0d6425e3f9d60e","2025-11-26 10:58:29.671864","29.9414308","31.0677121","2","35","-105","0","-105","-19","LTE","Vodafone","-","290","65535","2025-11-26 10:58:29.844004"
"311","3a0d6425e3f9d60e","2025-11-26 10:58:31.621076","29.9414308","31.0677121","2","43","-97","-85","-97","-12","LTE","Vodafone","-","289","21320","2025-11-26 10:58:31.792361"
"312","3a0d6425e3f9d60e","2025-11-26 10:58:33.657475","29.9414308","31.0677121","3","47","-93","-81","-93","-11","LTE","Vodafone","-","289","21320","2025-11-26 10:58:33.936999"
"313","3a0d6425e3f9d60e","2025-11-26 10:58:35.65648","29.9414308","31.0677121","3","51","-89","-69","-89","-17","LTE","Vodafone","-","290","65535","2025-11-26 10:58:35.831513"
"314","3a0d6425e3f9d60e","2025-11-26 10:58:37.665983","29.9414308","31.0677121","4","60","-80","-67","-80","-13","LTE","Vodafone","-","289","21320","2025-11-26 10:58:37.837183"
"315","3a0d6425e3f9d60e","2025-11-26 10:58:39.680559","29.9414308","31.0677121","4","60","-80","-69","-80","-12","LTE","Vodafone","-","289","21320","2025-11-26 10:58:39.859943"
"316","3a0d6425e3f9d60e","2025-11-26 10:58:41.68731","29.9414308","31.0677121","3","53","-87","-75","-87","-13","LTE","Vodafone","-","289","21320","2025-11-26 10:58:41.859343"
"317","3a0d6425e3f9d60e","2025-11-26 10:58:43.676675","29.9414308","31.0677121","2","38","-102","0","-102","-20","LTE","Vodafone","-","419","65535","2025-11-26 10:58:43.848152"
"318","3a0d6425e3f9d60e","2025-11-26 10:58:45.644954","29.9414308","31.0677121","3","52","-88","-77","-88","-13","LTE","Vodafone","-","289","21320","2025-11-26 10:58:45.822864"
"319","3a0d6425e3f9d60e","2025-11-26 10:58:47.661831","29.9414308","31.0677121","2","41","-99","0","-99","-19","LTE","Vodafone","-","290","65535","2025-11-26 10:58:47.837482"
"320","3a0d6425e3f9d60e","2025-11-26 10:58:49.66725","29.9414308","31.0677121","2","41","-99","0","-99","-18","LTE","Vodafone","-","419","65535","2025-11-26 10:58:49.838551"
"321","3a0d6425e3f9d60e","2025-11-26 10:58:51.757036","29.9414308","31.0677121","2","38","-102","0","-102","-19","LTE","Vodafone","-","290","65535","2025-11-26 10:58:51.935873"
"322","3a0d6425e3f9d60e","2025-11-26 10:58:53.666622","29.9414308","31.0677121","3","47","-93","-83","-93","-11","LTE","Vodafone","-","289","21320","2025-11-26 10:58:53.838651"
"323","3a0d6425e3f9d60e","2025-11-26 10:58:55.67545","29.9414308","31.0677121","2","35","-105","0","-105","-20","LTE","Vodafone","-","290","65535","2025-11-26 10:58:55.84723"
"324","3a0d6425e3f9d60e","2025-11-26 10:58:57.679774","29.9414308","31.0677121","2","43","-97","-83","-97","-14","LTE","Vodafone","-","289","21320","2025-11-26 10:58:57.857726"
"325","3a0d6425e3f9d60e","2025-11-26 10:58:59.752389","29.9414308","31.0677121","2","36","-104","0","-104","-19","LTE","Vodafone","-","290","65535","2025-11-26 10:58:59.926678"
"326","3a0d6425e3f9d60e","2025-11-26 10:59:01.677469","29.9414308","31.0677121","3","45","-95","-83","-95","-13","LTE","Vodafone","-","289","21320","2025-11-26 10:59:01.848857"
"327","3a0d6425e3f9d60e","2025-11-26 10:59:03.756427","29.9414308","31.0677121","2","42","-98","-85","-98","-14","LTE","Vodafone","-","289","21320","2025-11-26 10:59:03.934306"
"328","3a0d6425e3f9d60e","2025-11-26 10:59:05.633056","29.9414308","31.0677121","3","46","-94","-81","-94","-14","LTE","Vodafone","-","289","21320","2025-11-26 10:59:05.804466"
"329","3a0d6425e3f9d60e","2025-11-26 10:59:07.670849","29.9414308","31.0677121","2","36","-104","0","-104","-17","LTE","Vodafone","-","290","65535","2025-11-26 10:59:07.842143"
"330","3a0d6425e3f9d60e","2025-11-26 10:59:09.680804","29.9414308","31.0677121","2","37","-103","-91","-103","-12","LTE","Vodafone","-","289","21320","2025-11-26 10:59:09.858695"
"331","3a0d6425e3f9d60e","2025-11-26 10:59:11.667327","29.9414308","31.0677121","1","29","-111","-95","-111","-18","LTE","Vodafone","-","419","65535","2025-11-26 10:59:11.838872"
"332","3a0d6425e3f9d60e","2025-11-26 10:59:13.670064","29.9414308","31.0677121","1","28","-112","0","-112","-20","LTE","Vodafone","-","18","65535","2025-11-26 10:59:13.841669"
"333","3a0d6425e3f9d60e","2025-11-26 10:59:15.764705","29.9414308","31.0677121","1","32","-108","0","-108","-17","LTE","Vodafone","-","290","65535","2025-11-26 10:59:15.942562"
"334","3a0d6425e3f9d60e","2025-11-26 10:59:17.680835","29.9414308","31.0677121","1","32","-108","0","-108","-17","LTE","Vodafone","-","290","65535","2025-11-26 10:59:17.946226"
"335","3a0d6425e3f9d60e","2025-11-26 10:59:19.686042","29.9414308","31.0677121","2","37","-103","-93","-103","-11","LTE","Vodafone","-","289","21320","2025-11-26 10:59:19.857872"
"336","3a0d6425e3f9d60e","2025-11-26 10:59:21.650023","29.9414308","31.0677121","2","39","-101","-89","-101","-11","LTE","Vodafone","-","289","21320","2025-11-26 10:59:21.945231"
"337","3a0d6425e3f9d60e","2025-11-26 10:59:23.669534","29.9414308","31.0677121","2","38","-102","-91","-102","-12","LTE","Vodafone","-","289","21320","2025-11-26 10:59:23.842022"
"338","3a0d6425e3f9d60e","2025-11-26 10:59:25.689085","29.9414308","31.0677121","1","27","-113","0","-113","-20","LTE","Vodafone","-","103","65535","2025-11-26 10:59:25.860478"
"339","3a0d6425e3f9d60e","2025-11-26 10:59:27.68434","29.9414308","31.0677121","0","24","-116","0","-116","-20","LTE","Vodafone","-","103","65535","2025-11-26 10:59:27.946822"
"340","3a0d6425e3f9d60e","2025-11-26 10:59:29.639977","29.9414308","31.0677121","1","26","-114","0","-114","-19","LTE","Vodafone","-","103","65535","2025-11-26 10:59:29.812182"
"341","3a0d6425e3f9d60e","2025-11-26 10:59:31.688751","29.9414308","31.0677121","1","25","-115","0","-115","-18","LTE","Vodafone","-","102","65535","2025-11-26 10:59:31.86011"
"342","3a0d6425e3f9d60e","2025-11-26 10:59:34.234971","29.9414308","31.0677121","1","34","-106","0","-106","-15","LTE","Vodafone","-","103","65535","2025-11-26 10:59:34.412692"
"343","3a0d6425e3f9d60e","2025-11-26 10:59:35.657543","29.9414308","31.0677121","2","42","-98","-83","-98","-16","LTE","Vodafone","-","103","21320","2025-11-26 10:59:35.82898"
"344","3a0d6425e3f9d60e","2025-11-26 10:59:37.68025","29.9414308","31.0677121","2","42","-98","-87","-98","-12","LTE","Vodafone","-","103","21320","2025-11-26 10:59:37.851707"
"345","3a0d6425e3f9d60e","2025-11-26 10:59:39.671068","29.9414308","31.0677121","2","41","-99","-87","-99","-13","LTE","Vodafone","-","103","21320","2025-11-26 10:59:39.849616"
"346","3a0d6425e3f9d60e","2025-11-26 10:59:41.662077","29.9414308","31.0677121","3","46","-94","-83","-94","-11","LTE","Vodafone","-","103","21320","2025-11-26 10:59:41.834446"
"347","3a0d6425e3f9d60e","2025-11-26 10:59:43.659135","29.9414308","31.0677121","3","46","-94","-83","-94","-11","LTE","Vodafone","-","103","21320","2025-11-26 10:59:43.830292"
"348","3a0d6425e3f9d60e","2025-11-26 10:59:45.647094","29.9414308","31.0677121","3","48","-92","-79","-92","-14","LTE","Vodafone","-","103","21320","2025-11-26 10:59:45.825207"
"349","3a0d6425e3f9d60e","2025-11-26 10:59:47.759834","29.9414308","31.0677121","3","47","-93","-81","-93","-12","LTE","Vodafone","-","103","21320","2025-11-26 10:59:47.932119"
"350","3a0d6425e3f9d60e","2025-11-26 10:59:49.667145","29.9414308","31.0677121","3","46","-94","-83","-94","-12","LTE","Vodafone","-","103","21320","2025-11-26 10:59:49.838831"
"351","3a0d6425e3f9d60e","2025-11-26 10:59:51.67299","29.9414308","31.0677121","3","46","-94","-81","-94","-12","LTE","Vodafone","-","103","21320","2025-11-26 10:59:51.850857"
"352","3a0d6425e3f9d60e","2025-11-26 10:59:53.683154","29.9414308","31.0677121","2","44","-96","-85","-96","-12","LTE","Vodafone","-","103","21320","2025-11-26 10:59:53.854884"
"353","3a0d6425e3f9d60e","2025-11-26 10:59:55.743251","29.9414308","31.0677121","2","40","-100","-89","-100","-11","LTE","Vodafone","-","103","21320","2025-11-26 10:59:55.914466"
"354","3a0d6425e3f9d60e","2025-11-26 10:59:57.643474","29.9414308","31.0677121","2","38","-102","-89","-102","-13","LTE","Vodafone","-","103","21320","2025-11-26 10:59:57.821514"
"355","3a0d6425e3f9d60e","2025-11-26 10:59:59.664114","29.9414308","31.0677121","1","30","-110","0","-110","-19","LTE","Vodafone","-","289","65535","2025-11-26 10:59:59.836498"
"356","3a0d6425e3f9d60e","2025-11-26 11:00:01.64126","29.9414308","31.0677121","2","40","-100","0","-100","-16","LTE","Vodafone","-","289","65535","2025-11-26 11:00:01.812928"
"357","3a0d6425e3f9d60e","2025-11-26 11:00:04.13322","29.9414308","31.0677121","1","31","-109","-93","-109","-18","LTE","Vodafone","-","290","65535","2025-11-26 11:00:04.313577"
"358","3a0d6425e3f9d60e","2025-11-26 11:00:05.679987","29.9414308","31.0677121","1","99","0","-113","0","0","LTE","Vodafone","-","289","21320","2025-11-26 11:00:05.852574"
"359","3a0d6425e3f9d60e","2025-11-26 11:00:07.67485","29.9414308","31.0677121","1","31","-109","0","-109","-19","LTE","Vodafone","-","290","65535","2025-11-26 11:00:07.953291"
"360","3a0d6425e3f9d60e","2025-11-26 11:00:09.728768","29.9414308","31.0677121","2","41","-99","-89","-99","-10","LTE","Vodafone","-","289","21320","2025-11-26 11:00:09.906697"
"361","3a0d6425e3f9d60e","2025-11-26 11:00:11.758331","29.9414308","31.0677121","2","37","-103","-91","-103","-12","LTE","Vodafone","-","289","21320","2025-11-26 11:00:11.93019"
"362","3a0d6425e3f9d60e","2025-11-26 11:00:13.739481","29.9414308","31.0677121","1","28","-112","0","-112","-20","LTE","Vodafone","-","103","65535","2025-11-26 11:00:13.910851"
"363","3a0d6425e3f9d60e","2025-11-26 11:00:15.690255","29.9414308","31.0677121","1","29","-111","0","-111","-19","LTE","Vodafone","-","18","65535","2025-11-26 11:00:15.869561"
"364","3a0d6425e3f9d60e","2025-11-26 11:00:17.714061","29.9414308","31.0677121","0","0","0","0","0","0","LTE","Vodafone","-","0","0","2025-11-26 11:00:17.885844"
"365","3a0d6425e3f9d60e","2025-11-26 11:00:19.645126","29.9414308","31.0677121","0","0","0","0","0","0","LTE","Vodafone","-","0","0","2025-11-26 11:00:19.816478"
"366","3a0d6425e3f9d60e","2025-11-26 11:00:21.692029","29.9414308","31.0677121","2","38","-102","0","-102","-17","LTE","Vodafone","-","290","65535","2025-11-26 11:00:21.951217"
"367","3a0d6425e3f9d60e","2025-11-26 11:00:23.672548","29.9414308","31.0677121","2","40","-100","-87","-100","-12","LTE","Vodafone","-","289","21320","2025-11-26 11:00:23.845499"
"368","3a0d6425e3f9d60e","2025-11-26 11:00:25.669948","29.9414308","31.0677121","1","27","-113","0","-113","-15","LTE","Vodafone","-","209","65535","2025-11-26 11:00:25.844672"
"369","3a0d6425e3f9d60e","2025-11-26 11:00:27.741346","29.9414308","31.0677121","1","29","-111","-93","-111","-20","LTE","Vodafone","-","103","65535","2025-11-26 11:00:27.919933"
"370","3a0d6425e3f9d60e","2025-11-26 11:00:29.822996","29.9414308","31.0677121","1","25","-115","0","-115","-20","LTE","Vodafone","-","290","65535","2025-11-26 11:00:29.994725"
"371","3a0d6425e3f9d60e","2025-11-26 11:00:43.837319","29.9412256","31.0668851","2","37","-103","-85","-103","-17","LTE","Vodafone","-","103","65535","2025-11-26 11:00:44.008843"
"372","3a0d6425e3f9d60e","2025-11-26 11:00:47.791561","29.9412256","31.0668851","2","39","-101","0","-101","-17","LTE","Vodafone","-","103","65535","2025-11-26 11:00:47.964428"
"373","3a0d6425e3f9d60e","2025-11-26 11:00:49.831048","29.9412256","31.0668851","2","38","-102","0","-102","-18","LTE","Vodafone","-","103","65535","2025-11-26 11:00:50.009196"
"374","3a0d6425e3f9d60e","2025-11-26 11:00:51.812041","29.9412256","31.0668851","2","39","-101","0","-101","-17","LTE","Vodafone","-","103","65535","2025-11-26 11:00:51.983574"
"375","3a0d6425e3f9d60e","2025-11-26 11:00:53.80829","29.9412256","31.0668851","1","33","-107","0","-107","-20","LTE","Vodafone","-","419","65535","2025-11-26 11:00:53.982235"
"376","3a0d6425e3f9d60e","2025-11-26 11:00:55.848815","29.9412256","31.0668851","2","39","-101","-85","-101","-17","LTE","Vodafone","-","103","65535","2025-11-26 11:00:56.027239"
"377","3a0d6425e3f9d60e","2025-11-26 11:00:57.83849","29.9412256","31.0668851","2","43","-97","-83","-97","-14","LTE","Vodafone","-","289","21320","2025-11-26 11:00:58.010248"
"378","3a0d6425e3f9d60e","2025-11-26 11:00:59.837993","29.9412256","31.0668851","2","35","-105","0","-105","-20","LTE","Vodafone","-","103","65535","2025-11-26 11:01:00.013962"
"379","3a0d6425e3f9d60e","2025-11-26 11:01:01.758561","29.9412256","31.0668851","2","35","-105","-89","-105","-18","LTE","Vodafone","-","103","65535","2025-11-26 11:01:01.959831"
"380","3a0d6425e3f9d60e","2025-11-26 11:01:03.823308","29.9412256","31.0668851","2","36","-104","0","-104","-19","LTE","Vodafone","-","103","65535","2025-11-26 11:01:03.995587"
"381","3a0d6425e3f9d60e","2025-11-26 11:01:06.005354","29.9412256","31.0668851","2","42","-98","-85","-98","-14","LTE","Vodafone","-","289","21320","2025-11-26 11:01:06.17776"
"382","3a0d6425e3f9d60e","2025-11-26 11:01:07.826497","29.9412256","31.0668851","1","33","-107","-87","-107","-20","LTE","Vodafone","-","103","65535","2025-11-26 11:01:08.005604"
"383","3a0d6425e3f9d60e","2025-11-26 11:01:10.147602","29.9412256","31.0668851","1","33","-107","-89","-107","-18","LTE","Vodafone","-","103","65535","2025-11-26 11:01:10.319317"
"384","3a0d6425e3f9d60e","2025-11-26 11:01:12.035525","29.9412256","31.0668851","1","32","-108","0","-108","-19","LTE","Vodafone","-","289","65535","2025-11-26 11:01:12.208118"
"385","3a0d6425e3f9d60e","2025-11-26 11:01:13.837738","29.9412256","31.0668851","1","30","-110","-91","-110","-20","LTE","Vodafone","-","18","65535","2025-11-26 11:01:14.015764"
"386","3a0d6425e3f9d60e","2025-11-26 11:01:15.861197","29.9412256","31.0668851","1","31","-109","0","-109","-19","LTE","Vodafone","-","18","65535","2025-11-26 11:01:16.033712"
"387","3a0d6425e3f9d60e","2025-11-26 11:01:18.317253","29.9412256","31.0668851","0","0","0","0","0","0","LTE","Vodafone","-","0","0","2025-11-26 11:01:18.490391"
"388","3a0d6425e3f9d60e","2025-11-26 11:01:19.854536","29.9412256","31.0668851","1","33","-107","0","-107","-16","LTE","Vodafone","-","18","65535","2025-11-26 11:01:20.033643"
"389","3a0d6425e3f9d60e","2025-11-26 11:01:21.845982","29.9412256","31.0668851","1","31","-109","0","-109","-20","LTE","Vodafone","-","18","65535","2025-11-26 11:01:22.017628"
"390","3a0d6425e3f9d60e","2025-11-26 11:01:23.862195","29.9412256","31.0668851","2","35","-105","0","-105","-15","LTE","Vodafone","-","18","65535","2025-11-26 11:01:24.035294"
"391","3a0d6425e3f9d60e","2025-11-26 11:01:25.870438","29.9412256","31.0668851","1","31","-109","0","-109","-20","LTE","Vodafone","-","103","65535","2025-11-26 11:01:26.048774"
"392","3a0d6425e3f9d60e","2025-11-26 11:01:27.862615","29.9412256","31.0668851","1","34","-106","0","-106","-19","LTE","Vodafone","-","289","65535","2025-11-26 11:01:28.0394"
"393","3a0d6425e3f9d60e","2025-11-26 11:01:29.824263","29.9412256","31.0668851","1","29","-111","0","-111","-19","LTE","Vodafone","-","103","65535","2025-11-26 11:01:29.997332"
"394","3a0d6425e3f9d60e","2025-11-26 11:01:31.784305","29.9412256","31.0668851","1","27","-113","-95","-113","-18","LTE","Vodafone","-","279","65535","2025-11-26 11:01:31.962287"
"395","3a0d6425e3f9d60e","2025-11-26 11:01:33.799287","29.9412256","31.0668851","1","27","-113","0","-113","-20","LTE","Vodafone","-","289","65535","2025-11-26 11:01:33.970921"
"396","3a0d6425e3f9d60e","2025-11-26 11:01:35.815211","29.9412256","31.0668851","2","38","-102","-89","-102","-13","LTE","Vodafone","-","18","21320","2025-11-26 11:01:35.988521"
"397","3a0d6425e3f9d60e","2025-11-26 11:01:37.840007","29.9412256","31.0668851","1","32","-108","0","-108","-19","LTE","Vodafone","-","289","65535","2025-11-26 11:01:38.019299"
"398","3a0d6425e3f9d60e","2025-11-26 11:01:39.8276","29.9412256","31.0668851","0","24","-116","0","-116","-16","LTE","Vodafone","-","279","65535","2025-11-26 11:01:39.999549"
"399","3a0d6425e3f9d60e","2025-11-26 11:01:41.839844","29.9412256","31.0668851","1","29","-111","0","-111","-18","LTE","Vodafone","-","279","65535","2025-11-26 11:01:42.012456"
"400","3a0d6425e3f9d60e","2025-11-26 11:01:44.357637","29.9412256","31.0668851","2","37","-103","0","-103","-16","LTE","Vodafone","-","289","65535","2025-11-26 11:01:44.535596"
"401","3a0d6425e3f9d60e","2025-11-26 11:01:45.814227","29.9412256","31.0668851","2","40","-100","-85","-100","-16","LTE","Vodafone","-","289","65535","2025-11-26 11:01:45.986763"
"402","3a0d6425e3f9d60e","2025-11-26 11:01:47.803291","29.9412256","31.0668851","2","36","-104","0","-104","-16","LTE","Vodafone","-","289","65535","2025-11-26 11:01:47.979571"
"403","3a0d6425e3f9d60e","2025-11-26 11:01:49.821113","29.9412256","31.0668851","1","33","-107","0","-107","-19","LTE","Vodafone","-","289","65535","2025-11-26 11:01:49.999573"
"404","3a0d6425e3f9d60e","2025-11-26 11:01:51.803137","29.9412256","31.0668851","2","36","-104","0","-104","-18","LTE","Vodafone","-","289","65535","2025-11-26 11:01:51.975068"
"405","3a0d6425e3f9d60e","2025-11-26 11:01:53.805464","29.9412256","31.0668851","1","31","-109","0","-109","-20","LTE","Vodafone","-","279","65535","2025-11-26 11:01:53.977929"
"406","3a0d6425e3f9d60e","2025-11-26 11:01:55.815875","29.9412256","31.0668851","2","39","-101","0","-101","-15","LTE","Vodafone","-","289","65535","2025-11-26 11:01:55.993856"
"407","3a0d6425e3f9d60e","2025-11-26 11:01:57.830241","29.9412256","31.0668851","1","33","-107","0","-107","-20","LTE","Vodafone","-","279","65535","2025-11-26 11:01:58.001784"
"408","3a0d6425e3f9d60e","2025-11-26 11:01:59.770525","29.9412256","31.0668851","2","39","-101","-87","-101","-14","LTE","Vodafone","-","18","21320","2025-11-26 11:01:59.943122"
"409","3a0d6425e3f9d60e","2025-11-26 11:02:01.809506","29.9412256","31.0668851","2","41","-99","-85","-99","-14","LTE","Vodafone","-","18","21320","2025-11-26 11:02:01.987634"
"410","3a0d6425e3f9d60e","2025-11-26 11:02:03.72968","29.9412256","31.0668851","2","42","-98","-85","-98","-13","LTE","Vodafone","-","18","21320","2025-11-26 11:02:03.901617"
"411","3a0d6425e3f9d60e","2025-11-26 11:02:05.818116","29.9412256","31.0668851","2","36","-104","0","-104","-19","LTE","Vodafone","-","289","65535","2025-11-26 11:02:05.990961"
"412","3a0d6425e3f9d60e","2025-11-26 11:02:07.810998","29.9412256","31.0668851","2","44","-96","-83","-96","-13","LTE","Vodafone","-","18","21320","2025-11-26 11:02:07.9891"
"413","3a0d6425e3f9d60e","2025-11-26 11:02:09.818363","29.9412256","31.0668851","2","40","-100","0","-100","-16","LTE","Vodafone","-","289","65535","2025-11-26 11:02:09.99194"
"414","3a0d6425e3f9d60e","2025-11-26 11:02:11.750662","29.9412256","31.0668851","2","40","-100","0","-100","-15","LTE","Vodafone","-","289","65535","2025-11-26 11:02:11.926315"
"415","3a0d6425e3f9d60e","2025-11-26 11:02:13.811566","29.9412256","31.0668851","2","44","-96","-83","-96","-13","LTE","Vodafone","-","18","21320","2025-11-26 11:02:13.992274"
"416","3a0d6425e3f9d60e","2025-11-26 11:02:15.803623","29.9412256","31.0668851","2","44","-96","-85","-96","-12","LTE","Vodafone","-","18","21320","2025-11-26 11:02:15.975203"
"417","3a0d6425e3f9d60e","2025-11-26 11:02:17.810541","29.9412256","31.0668851","2","36","-104","0","-104","-13","LTE","Vodafone","-","279","65535","2025-11-26 11:02:17.983378"
"418","3a0d6425e3f9d60e","2025-11-26 11:02:19.802178","29.9412256","31.0668851","2","35","-105","0","-105","-19","LTE","Vodafone","-","279","65535","2025-11-26 11:02:19.980326"
"419","3a0d6425e3f9d60e","2025-11-26 11:02:21.819286","29.9412256","31.0668851","2","41","-99","-85","-99","-15","LTE","Vodafone","-","18","21320","2025-11-26 11:02:21.991751"
"420","3a0d6425e3f9d60e","2025-11-26 11:02:23.801314","29.9412256","31.0668851","2","36","-104","0","-104","-16","LTE","Vodafone","-","279","65535","2025-11-26 11:02:23.973624"
"421","3a0d6425e3f9d60e","2025-11-26 11:02:25.811028","29.9412256","31.0668851","1","34","-106","0","-106","-20","LTE","Vodafone","-","289","65535","2025-11-26 11:02:25.989164"
"422","3a0d6425e3f9d60e","2025-11-26 11:02:27.839139","29.9412256","31.0668851","2","35","-105","-91","-105","-16","LTE","Vodafone","-","279","65535","2025-11-26 11:02:28.014259"
"423","3a0d6425e3f9d60e","2025-11-26 11:02:30.594074","29.9412256","31.0668851","1","32","-108","0","-108","-15","LTE","Vodafone","-","279","65535","2025-11-26 11:02:30.766573"
"424","3a0d6425e3f9d60e","2025-11-26 11:02:33.430022","29.9412256","31.0668851","1","26","-114","0","-114","-20","LTE","Vodafone","-","289","65535","2025-11-26 11:02:33.608049"
"425","3a0d6425e3f9d60e","2025-11-26 11:02:34.941807","29.9412256","31.0668851","0","22","-118","0","-118","-17","LTE","Vodafone","-","289","65535","2025-11-26 11:02:35.114462"
"426","3a0d6425e3f9d60e","2025-11-26 11:02:35.972774","29.9412256","31.0668851","0","21","-119","0","-119","-18","LTE","Vodafone","-","289","65535","2025-11-26 11:02:36.148409"
"427","3a0d6425e3f9d60e","2025-11-26 11:02:38.13924","29.9412256","31.0668851","1","25","-115","0","-115","-17","LTE","Vodafone","-","279","65535","2025-11-26 11:02:38.317186"
"428","3a0d6425e3f9d60e","2025-11-26 11:02:39.776108","29.9412256","31.0668851","1","99","0","-113","0","0","LTE","Vodafone","-","169","21320","2025-11-26 11:02:39.948603"
"429","3a0d6425e3f9d60e","2025-11-26 11:02:41.740073","29.9412256","31.0668851","0","24","-116","0","-116","-17","LTE","Vodafone","-","18","65535","2025-11-26 11:02:41.912386"
"430","3a0d6425e3f9d60e","2025-11-26 11:02:43.802398","29.9412256","31.0668851","0","24","-116","0","-116","-19","LTE","Vodafone","-","18","65535","2025-11-26 11:02:43.980465"
"431","3a0d6425e3f9d60e","2025-11-26 11:02:45.762629","29.9412256","31.0668851","1","32","-108","0","-108","-20","LTE","Vodafone","-","350","65535","2025-11-26 11:02:45.934722"
"432","3a0d6425e3f9d60e","2025-11-26 11:02:47.779708","29.9412256","31.0668851","1","29","-111","0","-111","-19","LTE","Vodafone","-","350","65535","2025-11-26 11:02:47.952323"
"433","3a0d6425e3f9d60e","2025-11-26 11:02:49.778416","29.9412256","31.0668851","1","30","-110","-95","-110","-15","LTE","Vodafone","-","169","21320","2025-11-26 11:02:49.956694"
"434","3a0d6425e3f9d60e","2025-11-26 11:02:51.745615","29.9412256","31.0668851","1","31","-109","-95","-109","-13","LTE","Vodafone","-","169","21320","2025-11-26 11:02:51.922218"
"435","3a0d6425e3f9d60e","2025-11-26 11:02:53.772794","29.9412256","31.0668851","1","26","-114","0","-114","-17","LTE","Vodafone","-","150","65535","2025-11-26 11:02:53.945319"
"436","3a0d6425e3f9d60e","2025-11-26 11:02:55.745401","29.9412256","31.0668851","1","28","-112","0","-112","-18","LTE","Vodafone","-","18","65535","2025-11-26 11:02:55.92341"
"437","3a0d6425e3f9d60e","2025-11-26 11:02:57.782345","29.9412256","31.0668851","1","27","-113","0","-113","-18","LTE","Vodafone","-","150","65535","2025-11-26 11:02:57.954361"
"438","3a0d6425e3f9d60e","2025-11-26 11:02:59.757708","29.9412256","31.0668851","1","28","-112","0","-112","-18","LTE","Vodafone","-","150","65535","2025-11-26 11:02:59.930171"
"439","3a0d6425e3f9d60e","2025-11-26 11:03:01.816624","29.9412256","31.0668851","1","33","-107","-93","-107","-16","LTE","Vodafone","-","18","65535","2025-11-26 11:03:01.994705"
"440","3a0d6425e3f9d60e","2025-11-26 11:03:03.743857","29.9412256","31.0668851","2","35","-105","-93","-105","-13","LTE","Vodafone","-","169","21320","2025-11-26 11:03:03.915966"
"441","3a0d6425e3f9d60e","2025-11-26 11:03:05.746384","29.9412256","31.0668851","1","31","-109","0","-109","-17","LTE","Vodafone","-","18","65535","2025-11-26 11:03:05.918565"
"442","3a0d6425e3f9d60e","2025-11-26 11:03:07.730864","29.9412256","31.0668851","2","38","-102","0","-102","-15","LTE","Vodafone","-","150","65535","2025-11-26 11:03:07.908762"
"443","3a0d6425e3f9d60e","2025-11-26 11:03:09.770695","29.9412256","31.0668851","2","41","-99","-87","-99","-13","LTE","Vodafone","-","169","21320","2025-11-26 11:03:09.968964"
"444","3a0d6425e3f9d60e","2025-11-26 11:03:11.755631","29.9412256","31.0668851","2","41","-99","0","-99","-13","LTE","Vodafone","-","150","65535","2025-11-26 11:03:11.930572"
"445","3a0d6425e3f9d60e","2025-11-26 11:03:13.727651","29.9412256","31.0668851","2","44","-96","-83","-96","-14","LTE","Vodafone","-","169","21320","2025-11-26 11:03:13.95644"
"446","3a0d6425e3f9d60e","2025-11-26 11:03:15.732753","29.9412256","31.0668851","2","42","-98","-87","-98","-11","LTE","Vodafone","-","169","21320","2025-11-26 11:03:15.904415"
"447","3a0d6425e3f9d60e","2025-11-26 11:03:17.742924","29.9412256","31.0668851","0","0","0","0","0","0","LTE","Vodafone","-","0","0","2025-11-26 11:03:17.915552"
"448","3a0d6425e3f9d60e","2025-11-26 11:03:19.74796","29.9412256","31.0668851","0","0","0","0","0","0","LTE","Vodafone","-","0","0","2025-11-26 11:03:19.928982"
"449","3a0d6425e3f9d60e","2025-11-26 11:03:21.714432","29.9412256","31.0668851","3","48","-92","-81","-92","-12","LTE","Vodafone","-","169","21320","2025-11-26 11:03:21.885995"
"450","3a0d6425e3f9d60e","2025-11-26 11:03:23.732171","29.9412256","31.0668851","2","43","-97","-85","-97","-13","LTE","Vodafone","-","169","21320","2025-11-26 11:03:23.904565"
"451","3a0d6425e3f9d60e","2025-11-26 11:03:25.778141","29.9412256","31.0668851","0","0","0","0","0","0","LTE","Vodafone","-","0","0","2025-11-26 11:03:25.95619"
"452","3a0d6425e3f9d60e","2025-11-26 11:03:27.777754","29.9412256","31.0668851","1","34","-106","0","-106","-18","LTE","Vodafone","-","150","65535","2025-11-26 11:03:27.950112"
"453","3a0d6425e3f9d60e","2025-11-26 11:03:29.772463","29.9412256","31.0668851","0","0","0","0","0","0","LTE","Vodafone","-","0","0","2025-11-26 11:03:29.94497"
"454","3a0d6425e3f9d60e","2025-11-26 11:03:31.773224","29.9412256","31.0668851","1","34","-106","-89","-106","-18","LTE","Vodafone","-","94","65535","2025-11-26 11:03:31.95114"
"455","3a0d6425e3f9d60e","2025-11-26 11:03:33.777883","29.9412256","31.0668851","2","42","-98","0","-98","-16","LTE","Vodafone","-","83","65535","2025-11-26 11:03:33.949611"
